field,modules,source_files,definition,formula_or_rule,unit,how_to_read,does_not_mean,unknown_rule
state_E08,Estrutura espacial | Malhas de evidência,malha_evidencia_1000km2.csv | malha_evidencia_250km2.csv | malha_evidencia_500km2.csv | spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Estado de disponibilidade da evidência E08 na célula.,Derivado da presença de E01 e da contagem da evidência selecionada.,categoria,"Distingue evidência presente, ausência documental dentro de célula com poços e UNKNOWN sem suporte E01.",Não é classe de prioridade.,UNKNOWN é preservado explicitamente.
state_E09,Estrutura espacial | Malhas de evidência,malha_evidencia_1000km2.csv | malha_evidencia_250km2.csv | malha_evidencia_500km2.csv | spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Estado de disponibilidade da evidência E09 na célula.,Derivado da presença de E01 e da contagem da evidência selecionada.,categoria,"Distingue evidência presente, ausência documental dentro de célula com poços e UNKNOWN sem suporte E01.",Não é classe de prioridade.,UNKNOWN é preservado explicitamente.
state_E10,Estrutura espacial | Malhas de evidência,malha_evidencia_1000km2.csv | malha_evidencia_250km2.csv | malha_evidencia_500km2.csv | spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Estado de disponibilidade da evidência E10 na célula.,Derivado da presença de E01 e da contagem da evidência selecionada.,categoria,"Distingue evidência presente, ausência documental dentro de célula com poços e UNKNOWN sem suporte E01.",Não é classe de prioridade.,UNKNOWN é preservado explicitamente.
state_E11,Estrutura espacial | Malhas de evidência,malha_evidencia_1000km2.csv | malha_evidencia_250km2.csv | malha_evidencia_500km2.csv | spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Estado de disponibilidade da evidência E11 na célula.,Derivado da presença de E01 e da contagem da evidência selecionada.,categoria,"Distingue evidência presente, ausência documental dentro de célula com poços e UNKNOWN sem suporte E01.",Não é classe de prioridade.,UNKNOWN é preservado explicitamente.
state_E12,Estrutura espacial | Malhas de evidência,malha_evidencia_1000km2.csv | malha_evidencia_250km2.csv | malha_evidencia_500km2.csv | spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Estado de disponibilidade da evidência E12 na célula.,Derivado da presença de E01 e da contagem da evidência selecionada.,categoria,"Distingue evidência presente, ausência documental dentro de célula com poços e UNKNOWN sem suporte E01.",Não é classe de prioridade.,UNKNOWN é preservado explicitamente.
state_area_in_domain_mixed_cells_pct,Estratificação hidrogeológica,stratified_scale_summary.csv,Percentual da área da unidade ou do estado que cai em células contendo mais de um estrato da classificação analisada.,100 × área da unidade contida em células mistas ÷ área total da unidade.,%,Quantifica mistura causada pela agregação espacial naquela escala.,Não é erro cartográfico nem contradição geológica.,UNKNOWN se interseção espacial não for válida.
state_area_in_unit_mixed_cells_pct,Estratificação hidrogeológica,stratified_scale_summary.csv,Percentual da área da unidade ou do estado que cai em células contendo mais de um estrato da classificação analisada.,100 × área da unidade contida em células mistas ÷ área total da unidade.,%,Quantifica mistura causada pela agregação espacial naquela escala.,Não é erro cartográfico nem contradição geológica.,UNKNOWN se interseção espacial não for válida.
state_changes_across_scales_n,Estabilidade e sensibilidade,support_question_cross_scale.csv,Contagem associada a state changes across scales n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
state_code,Estabilidade e sensibilidade,support_scale_question_long.csv,Estado categórico de state code nas regras documentais da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
state_code_1000km2,Estabilidade e sensibilidade,support_question_cross_scale.csv,Estado categórico de state code 1000km2 nas regras documentais da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
state_code_100km2,Estabilidade e sensibilidade,support_question_cross_scale.csv,Estado categórico de state code 100km2 nas regras documentais da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
state_code_150km2,Estabilidade e sensibilidade,support_question_cross_scale.csv,Estado categórico de state code 150km2 nas regras documentais da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
state_code_250km2,Estabilidade e sensibilidade,support_question_cross_scale.csv,Estado categórico de state code 250km2 nas regras documentais da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
state_code_500km2,Estabilidade e sensibilidade,support_question_cross_scale.csv,Estado categórico de state code 500km2 nas regras documentais da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
state_direct_present_n,Estabilidade e sensibilidade,origin_scale_question_counts.csv,Contagem associada a state direct present n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
state_direct_present_pct,Estabilidade e sensibilidade,origin_scale_question_counts.csv,"Percentual associado a state direct present pct, com denominador explícito no produto V2.5.",Calculado diretamente no universo e denominador declarados no arquivo de origem.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
state_field,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Campo que armazena o estado categórico da dimensão.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,texto,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
state_label,Estabilidade e sensibilidade,support_scale_question_long.csv,Estado categórico de state label nas regras documentais da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
state_no_wells_n,Estabilidade e sensibilidade,origin_scale_question_counts.csv,Contagem associada a state no wells n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
state_no_wells_pct,Estabilidade e sensibilidade,origin_scale_question_counts.csv,"Percentual associado a state no wells pct, com denominador explícito no produto V2.5.",Calculado diretamente no universo e denominador declarados no arquivo de origem.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
state_wells_without_direct_n,Estabilidade e sensibilidade,origin_scale_question_counts.csv,Contagem associada a state wells without direct n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
state_wells_without_direct_pct,Estabilidade e sensibilidade,origin_scale_question_counts.csv,"Percentual associado a state wells without direct pct, com denominador explícito no produto V2.5.",Calculado diretamente no universo e denominador declarados no arquivo de origem.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
